NCT Number,Study Title,Sex
NCT02624427,Goldmann Applanation Tonometry Dynamic Contour Tonometry and Corvis ST Tonometer,ALL
NCT05338606,Expanded Access to Bimatoprost (Durysta),ALL
NCT05315206,Multimodal Morpho-functional Study in Glaucoma Patients-Citicoline Oral Solution,ALL
NCT00047606,Phase 4 Study Comparing IOP Lowering in OAG or OH in Caucasian or Japanese Subjects C-02-32,ALL
NCT01965106,Phase IIA Double-Masked Randomized Sham-Controlled Trial of QPI-1007 Delivered by a Single Intravitreal Injection to Subjects With Acute Primary Angle-Closure Glaucoma (APACG),ALL
NCT02914509,Phase 3 Study Evaluating Safety and Efficacy of OTX-TP in Subjects With OAG or OHT,ALL
NCT04035239,Retinal Effects of Balance Goggles System in Glaucoma Balance Goggles System (BGS) in Patients With Glaucoma,ALL
NCT05801471,Clinical Evaluation of Visual Field Change in Glaucoma: an Assessment of Different Models of Progression,ALL
NCT05902871,Direct Selective Laser Trabeculoplasty in a Ethnic Chinese Population,ALL
NCT01493271,A Study of RO5093151 in Patients With Ocular Hypertension Or Open Angle Glaucoma,ALL
NCT01087671,Ocular Signs and Symptoms in Glaucoma Patients Switched From Latanoprost to Preservative Free Tafluprost Eye Drops,ALL
NCT01062971,Clinical Study of A Fixed Combination of Timolol-Brimonidine-Dorzolamide,ALL
NCT02730871,Safety and Efficacy of SIMBRINZA® BID as an Adjunctive to DUOTRAV®,ALL
NCT02003391,Efficacy of Travoprost/Timolol for Uncontrolled Intraocular Pressure,ALL
NCT04747808,Study of LL-BMT1 in Patients With Elevated Intraocular Pressure,ALL
NCT01925391,The Measurement of Intraocular Pressure in Normal Children Under General Anesthesia With and Without Nitrous Oxide and Anesthetic Eye Drops,ALL
NCT01016691,Safety and Efficacy of a Drug Delivery System in Glaucoma,ALL
NCT01191008,Long Term Use Of Xalacom In Patients Glaucoma Or Ocular Hypertension,ALL
NCT00687791,Oculusgen (Ologen) Collagen Matrix Implant for Phaco-Trabeculectomy in Primary Glaucoma: A Case-Control Study,ALL
NCT02179008,Multi-center Phase II Study Assessing the Safety and Efficacy of DE-117 Ophthalmic Solution in Subjects With Primary Open-angle Glaucoma or Ocular Hypertension,ALL
NCT00596791,Ocular Signs and Symptoms in Glaucoma Patients Switched From Latanoprost 0.005% to Preservative Free Tafluprost Eye Drops,ALL
NCT02658071,Measurement of Ocular Tensional Fluctuation by Triggerfish Lens Before and After Cataract Surgery in Patients With Exfoliative Glaucoma,ALL
NCT04037917,First-In-Man Study for an Ophthalmic Synthetic Tissue Substitute,ALL
NCT03558126,Silicone Tube for the Surgical Treatment of Glaucoma,ALL
NCT00972426,A Study to Evaluate Efficacy and Safety Effects Using Mikelan® LA Ophthalmic Solution (OS) 2% Versus Timoptol® XE Ophthalmic Solution (OS) 0.5% in Ocular Hypertension Patients,ALL
NCT02801617,Non-inferiority of PRO-067 Ophthalmic Solution vs GAAP Ofteno® in Glaucoma or Ocular Hypertension,ALL
NCT00382226,IOP-Lowering Efficacy of Brinzolamide 1.0% Added to Travoprost 0.004%/Timolol 0.5% Fixed Combination as Adjunctive Therapy,ALL
NCT05159817,Study of an Interposition Supraciliary Implant in Patients With Open Angle Glaucoma,ALL
NCT01319617,SENSIMED Triggerfish Safety and Tolerability,ALL
NCT00878917,Equivalence Study of Dorzolamide 2% Eye Drops Solution,ALL
NCT00707226,Circadian Variations in Ocular Blood Flow in Glaucomatous and Normal Eyes,MALE
NCT02914626,Intravitreal Ranibizumab (Lucentis®) for Neovascular Glaucoma- a Randomized Controlled Study,ALL
NCT00347126,Results of Mass Switch From Latanoprost to Travoprost,ALL
NCT00262626,The Canadian Glaucoma Study,ALL
NCT00262626,The Canadian Glaucoma Study,ALL
NCT00262626,The Canadian Glaucoma Study,ALL
NCT00262626,The Canadian Glaucoma Study,ALL
NCT00262626,The Canadian Glaucoma Study,ALL
NCT02891317,Assessing Ocular Hemodynamic Response to Surgical Intervention in Glaucoma,ALL
NCT02891317,Assessing Ocular Hemodynamic Response to Surgical Intervention in Glaucoma,ALL
NCT03567226,Leveraging WeChat Social-Media and Messaging Platform to Increase Physical Activity in Chinese Glaucoma Patients,ALL
NCT05973617,Development of an IT Tool Able to Identify Ocular Conditions,ALL
NCT04515017,Evaluation of Filtering Bleb After Glaucoma Surgery by AS-OCTA,ALL
NCT01864317,Assessment of Optic Nerve Radiation in Patients With Glaucoma and Ocular Hypertension by 7 Tesla Diffusion Tensor Imaging,ALL
NCT03612817,Preservative-free Tafluprost/Timolol Fixed Combination: Morning vs Evening Dosing,ALL
NCT00691717,Anecortave Acetate Safety in Patients With Open-Angle Glaucoma or Ocular Hypertension,ALL
NCT01027039,Will Listening to Music Make it Easier to Take a Visual Field Test?,ALL
NCT01351779,The Effect of Body Posture on Intraocular Pressure in Progressive Glaucoma,ALL
NCT04719871,Vitreous Detachment and Glaucoma Progression,ALL
NCT00691639,Collection of Blood Specimens From Patients in AL-3789 Studies for Elevated Intraocular Pressure (IOP),ALL
NCT01330979,24-hour Efficacy of AR-12286,ALL
NCT04005079,Pilocarpine After Combined Cataract/Trabectome Surgery,ALL
NCT01539239,Safety & Effectiveness Study of the Hydrus Microstent for Lowering IOP in Glaucoma Patients Undergoing Cataract Surgery (HORIZON),ALL
NCT00759239,Phase IV Randomised Double-masked Clinical Trial: Assessing Morning Versus Evening Dosing of a Fixed Dose Combination of Travoprost 0.004% / Timolol Maleate 0.5% in Patients With Primary Open-angle Glaucoma or Ocular Hypertension,ALL
NCT04846179,To Evaluate the Effect of Ginkgo Biloba Extract on Optic Nerve Head Perfusion Examined Using OCTA,ALL
NCT01664039,An Efficacy and Tolerability Study of TRAVATAN® Versus LUMIGAN®,ALL
NCT01303939,Does Glaucoma Cause Loss of Brain Function?,ALL
NCT01711879,Use of Intravitreal Aflibercept Injection for Neovascular Glaucoma,ALL
NCT01390779,Efficacy of 24-hour Intraocular Pressure Fluctuation Recording With the SENSIMED Triggerfish Contact Lens Sensor,ALL
NCT00657579,Safety and Efficacy Study of DE-104 Ophthalmic Solution to Treat Open-Angle Glaucoma or Ocular Hypertension,ALL
NCT00466479,Brimonidine vs ALTP in Progressing Human Glaucoma,ALL
NCT01060579,Study of AR-12286 Versus Latanoprost in Patients With Elevated Intraocular Pressure,ALL
NCT04220879,Study on Intraocular Structural Parameters and Surgical Effect Before and After the Onset of Malignant Glaucoma,ALL
NCT00326079,A Study of the Glaukos Trabecular Micro-bypass Stent in Open Angle Glaucoma Subjects 1 Stent Versus 2,ALL
NCT00570479,Prophylactic Anecortave Acetate in Patients With a Retisert Implant,ALL
NCT02656979,Blood Flow of Ophthalmic Artery and Glaucoma,ALL
NCT02097979,The Impact of a Brief Educational Intervention on Glaucoma Adherence,ALL
NCT04452279,Ocular Surface Disease Changes After iStent or iStent Inject Implantation With Phacoemulsification,ALL
NCT04709679,Laser Dosage in MicroPulse TransScleral CycloPhotocoagulation,ALL
NCT03047239,TF for the Prediction of Visual Field Progression,ALL
NCT01868126,Multi-center Study Assessing the Safety and Efficacy of DE-117 Ophthalmic Solution in Subjects With Primary Open-angle Glaucoma or Ocular Hypertension,ALL
NCT00539526,Evaluation of Hyperemia With the Use of Ocular Prostaglandin Analogues,ALL
NCT01742104,Multicentric Observational Study on Quality of Life in Glaucoma,ALL
NCT02609204,Normative Database for Pattern Electroretinogram (PERG) and Flash Electroretinogram (FERG),ALL
NCT01151904,Study of Brimonidine and Timolol Ophthalmic Solution With Latanoprost Compared With Latanoprost in Glaucoma Patients,ALL
NCT00855517,A Phase 2 Study of the Latanoprost Punctal Plug Delivery System in Subjects With Ocular Hypertension or Open-Angle Glaucoma,ALL
NCT04596826,The Effect of Dronabinol on Ocular Hemodynamics in Patients With Primary Open Angle Glaucoma,ALL
NCT01369771,The Effects of Preservative-free Prostaglandin Eye Drops in Sign and Symptoms on the Eyes of Patients With Glaucoma,ALL
NCT01369771,The Effects of Preservative-free Prostaglandin Eye Drops in Sign and Symptoms on the Eyes of Patients With Glaucoma,ALL
NCT01658839,Pharmacokinetic and Safety Study of Travoprost 0.004% in Pediatric Glaucoma Patients,ALL
NCT02627339,Building a Database of Results From People Without Eye Problems,ALL
NCT03210571,Clinical Investigation of the eyeWatch Glaucoma Drainage Device,ALL
NCT00314171,A Study of a Glaucoma Therapy to Treat Open-Angle Glaucoma or Ocular Hypertension,ALL
NCT05232539,Efficiency of Intraoperative Optical Coherence Tomography (iOCT),ALL
NCT00760539,Safety and Efficacy of Travoprost/Timolol BAC-free,ALL
NCT02659709,Interest in Electronic Applications for Patients With Glaucoma,ALL
NCT00804063,Serum Citrate in Diagnosis and Follow-up for Glaucoma,ALL
NCT00735449,Comparing Efficacy and Safety of Combigan With Timolol Adjunctive to Xalatan in Glaucoma or Ocular Hypertension Subjects,ALL
NCT04899063,Excimer Laser Trabeculostomy Glaucoma Treatment Study,ALL
NCT05895617,Assessment of the Occuity PM1 Pachymeter,ALL
NCT05895617,Assessment of the Occuity PM1 Pachymeter,ALL
NCT00168363,Safety and Efficacy of Brimonidine in Patients With Glaucoma or Ocular Hypertension,ALL
NCT01210963,Central Corneal Thickness With SENSIMED Triggerfish,ALL
NCT05900063,Evaluation of the Efficacy of Selecta Laser Trabeculoplasty in Patients Undergoing Filtering Surgery,ALL
NCT02396316,Japanese Phase 3 Study of Aflibercept in Neovascular Glaucoma Patients,ALL
NCT05432245,MINIject Implantation Combined With Cataract Surgery in Patients With POAG and Cataract,ALL
NCT04609345,Prevalence of Ocular Surface Disease in Malaysian Glaucoma Patients,ALL
NCT02639845,Eye Drop Application Monitor Pilot Study,ALL
NCT02639845,Eye Drop Application Monitor Pilot Study,ALL
NCT02639845,Eye Drop Application Monitor Pilot Study,ALL
NCT00698945,Comparison of Istalol™ 0.5% QD (Timolol Maleate/Sorbitol Complex ISTA Pharmaceutical) to Brimonidine Tartrate 0.1% BID as Adjunctive Therapy to Latanoprost 0.005% in Adults With Ocular Hypertension (OHT) or Open-Angle Glaucoma (OAG),ALL
NCT01064817,PRM-151 in the Prevention of Scarring Following Trabeculectomy,ALL
NCT00751049,A Study of Open Angle Glaucoma or Ocular Hypertension in Patients Within the United Kingdom,ALL
NCT05446363,Glaucoma Telemedicine Screening,ALL
NCT01254149,IOP Lowering Effects of Topical Anesthetics Used Frequently in the Ophthalmology Clinic,ALL
NCT00333463,Compliance With Once Daily Glaucoma Medication,ALL
NCT00333463,Compliance With Once Daily Glaucoma Medication,ALL
NCT00376363,Ahmed Versus Baerveldt Comparison Study,ALL
NCT00376363,Ahmed Versus Baerveldt Comparison Study,ALL
NCT01633775,Re-Trabeculectomy Versus Ahmed Glaucoma Valve Implantation in Secondary Surgical Management of Patients With Refractory Glaucoma,ALL
NCT03419975,A Multi-center Randomized Blinded Evaluator Active Control Parallel Phase III Study to Evaluate the Efficacy and Safety of TJO-002 in POAG or Ocular Hypertension Patients,ALL
NCT03626675,Anterior Segment Changes by Optical Coherence Tomography (OCT) in Phaco- Trabeculectomy,ALL
NCT00168350,Memantine in Patients With Chronic Glaucoma,ALL
NCT02102750,A Study to Evaluate Pharmacokinetics of Tafluprost Ophthalmic Solution (0.0015%) in Pediatric Patients With Glaucoma or Ocular Hypertension,ALL
NCT01370850,Clinical Validation Study of RTVue Features,ALL
NCT00334750,Distribution of Risk Factors in Ocular Hypertension and Open-Angle Glaucoma Patients in Canada,ALL
NCT00332345,Safety and Efficacy Study of Brimonidine/Timolol Fixed Combination in Patients With Glaucoma or Ocular Hypertension,ALL
NCT01560975,IOP Fluctuations in Patients With Sleep Apnea With or Without Primary Open Angle Glaucoma Using Positive Airway Pressure,ALL
NCT03868254,Chart Review of XEN 45 Gel Stent: Long Term Performance and Safety Assessment (XEN LT),ALL
NCT05575154,ISNT Rule in Normal Population,ALL
NCT01297803,Comparison of Two Method Antimetabolites Application on Corneal Function in Trabeculectomy Surgery,ALL
NCT01126203,Randomized Prospective Study of Selective Laser Trabeculoplasty (SLT) Versus Argon Trabeculoplasty (ALT) in Patients With Pseudoexfoliation Glaucoma and Ocular Hypertension,ALL
NCT03850054,AADI Glaucoma Shunt - a Quality Control Study,ALL
NCT03748654,Feasibility of Visual Field Testing With a Virtual Reality Headset,ALL
NCT04682054,Molecular Taxonomy of Surgically-harvested Ocular Tissues Defined by Single-cell Transcriptomics,ALL
NCT02144103,Effectiveness and Safety of Adipose-Derived Regenerative Cells for Treatment of Glaucomatous Neurodegeneration,ALL
NCT04888156,Impact of Self-tonometry on Glaucoma Treatment Decision.,ALL
NCT00651859,Safety and Efficacy Study of Bimatoprost in Ethnically Japanese Patients With Open-Angle Glaucoma or Ocular Hypertension,ALL
NCT02235454,SDOCT-GMPE Software,ALL
NCT04615403,Study of Exchange of Travoprost Intraocular Implant,ALL
NCT01162603,Latanoprost Versus Tafluprost: 24-hour Intraocular Pressure (IOP),ALL
NCT02600403,Are There Changes in the Nerve Fiber Layer (NFL) After Lowering of Eye Pressure?,ALL
NCT05130554,XEN45 in the Treatment of Chinese Patients With Primary Open-angle Glaucoma,ALL
NCT02313259,The Impact of Ocular Diseases on Driving: a Prospective Study,ALL
NCT03822559,A Study of DE-111A on the Treatment of Open Angle Glaucoma or Ocular Hypertension,ALL
NCT01209975,Retinal Vascular Reactivity in Subjects With Newly Diagnosed Glaucoma Before and After Selective Laser Trabeculoplasty,ALL
NCT05352854,Morphological Changes of Ciliary Body and Trabecular Meshwork,ALL
NCT00912054,DuoTrav APS Versus XALACOM® in Ocular Surface Health,ALL
NCT02585375,Latanoprost Preserved Versus Unpreserved: Effect on Tear Film Thickness as Measured With OCT,ALL
NCT02057575,Study Assessing Safety and Efficacy of PG324 Ophthalmic Solution in Patients With Elevated Intraocular Pressure,ALL
NCT02868190,Two Second-Generation Trabecular Micro-bypass Stents to Treat Glaucoma Subjects on One Hypotensive Medication,ALL
NCT05542290,Implantation of Capsular Tension Ring in Primary Angle Closure Patients With Zonular Laxity or Dialysis,ALL
NCT00719290,Primary Angle Closure Glaucoma and Aqueous Dynamics,ALL
NCT01920867,Stem Cell Ophthalmology Treatment Study,ALL
NCT05605743,Alternate Nostril Breathing Training in Geriatrics With Glaucoma and High Blood Pressure,ALL
NCT00825890,The High Cup/Disc Ratio in Children,ALL
NCT02448875,Clinical Evaluation of Visco-Assisted CyPass® Micro-Stent Implantation in Patients With Open Angle Glaucoma,ALL
NCT00047554,Study of TRAVATAN in Subjects With Iris Pigmentation Changes,ALL
NCT00893490,Ahmed Glaucoma Valve Alone With Amniotic Membrane or With Mitomycin C (MMC) for Treatment of Refractory Glaucoma,ALL
NCT00538590,Ologen Collagen Matrix Safety and Effective Comparison With Mitomycin-C(MMC) in Glaucoma Surgery,ALL
NCT01023997,Central Corneal Thickness in Glaucoma,ALL
NCT02764697,Study of H.P. ACTHAR Subcutaneous Gelatin (Gel)(Highly Purified Gel Injection) in Uveitis Patients,ALL
NCT05150197,Virtual Reality Visual Field Testing as an Alternative in Childhood Eye Disease,ALL
NCT03131167,Study of SHP639 Eye Drops in Adults With High Eye Pressure or Primary Open-angle Glaucoma,ALL
NCT01455467,Open-angle Glaucoma Subjects on One Topical Hypotensive Medication Randomized to Treatment With One or Two Trabecular Micro-bypass Stents in Conjunction With Cataract Surgery,ALL
NCT04944290,To Compare the Efficacy and Safety of Perrigo's Product to an FDA Approved Product for the Treatment of Glaucoma or Ocular Hypertension in Both Eyes,ALL
NCT02014597,Human Optokinetic Contrast Device (HOCD) to Measure Visual Function and Identify Patients With and Without Glaucoma,ALL
NCT02839590,Aqueous Dynamics and Glaucoma Surgeries,ALL
NCT01243567,Safety and Efficacy of Bimatoprost/Timolol Fixed Combination Versus Latanoprost in Patients With Open-Angle Glaucoma Who Have Never Been Treated,ALL
NCT04703959,Glaucoma and Sleep Quality,ALL
NCT05400759,Clinical Outcomes of the Implementation of Diurnal IOP Curve to 1500 Patients - A Cohort Study.,ALL
NCT01580254,Efficacy and Safety of Three Different Latanoprost 0005% Eyedrops in Subjects Affected by Primary Open Angle Glaucoma,ALL
NCT03201354,Efficacy and Safety of the ExPRESS Implant Versus Deep Sclerectomy in Combined Surgery,ALL
NCT03201354,Efficacy and Safety of the ExPRESS Implant Versus Deep Sclerectomy in Combined Surgery,ALL
NCT03201354,Efficacy and Safety of the ExPRESS Implant Versus Deep Sclerectomy in Combined Surgery,ALL
NCT03201354,Efficacy and Safety of the ExPRESS Implant Versus Deep Sclerectomy in Combined Surgery,ALL
NCT03201354,Efficacy and Safety of the ExPRESS Implant Versus Deep Sclerectomy in Combined Surgery,ALL
NCT03201354,Efficacy and Safety of the ExPRESS Implant Versus Deep Sclerectomy in Combined Surgery,ALL
NCT00739154,Protective Effect of Phenytoin on Glaucoma,ALL
