NCT Number,Study Title,Study URL,Study_Status,Study Type
NCT05315206,Multimodal Morpho-functional Study in Glaucoma Patients-Citicoline Oral Solution,https://clinicaltrials.gov/study/NCT05315206,RECRUITING,INTERVENTIONAL
NCT00047606,Phase 4 Study Comparing IOP Lowering in OAG or OH in Caucasian or Japanese Subjects C-02-32,https://clinicaltrials.gov/study/NCT00047606,TERMINATED,INTERVENTIONAL
NCT01965106,Phase IIA Double-Masked Randomized Sham-Controlled Trial of QPI-1007 Delivered by a Single Intravitreal Injection to Subjects With Acute Primary Angle-Closure Glaucoma (APACG),https://clinicaltrials.gov/study/NCT01965106,COMPLETED,INTERVENTIONAL
NCT02914509,Phase 3 Study Evaluating Safety and Efficacy of OTX-TP in Subjects With OAG or OHT,https://clinicaltrials.gov/study/NCT02914509,COMPLETED,INTERVENTIONAL
NCT04035239,Retinal Effects of Balance Goggles System in Glaucoma Balance Goggles System (BGS) in Patients With Glaucoma,https://clinicaltrials.gov/study/NCT04035239,COMPLETED,INTERVENTIONAL
NCT05801471,Clinical Evaluation of Visual Field Change in Glaucoma: an Assessment of Different Models of Progression,https://clinicaltrials.gov/study/NCT05801471,RECRUITING,OBSERVATIONAL
NCT05902871,Direct Selective Laser Trabeculoplasty in a Ethnic Chinese Population,https://clinicaltrials.gov/study/NCT05902871,NOT_YET_RECRUITING,INTERVENTIONAL
NCT01493271,A Study of RO5093151 in Patients With Ocular Hypertension Or Open Angle Glaucoma,https://clinicaltrials.gov/study/NCT01493271,COMPLETED,INTERVENTIONAL
NCT01087671,Ocular Signs and Symptoms in Glaucoma Patients Switched From Latanoprost to Preservative Free Tafluprost Eye Drops,https://clinicaltrials.gov/study/NCT01087671,COMPLETED,INTERVENTIONAL
NCT01062971,Clinical Study of A Fixed Combination of Timolol-Brimonidine-Dorzolamide,https://clinicaltrials.gov/study/NCT01062971,COMPLETED,INTERVENTIONAL
NCT02730871,Safety and Efficacy of SIMBRINZA® BID as an Adjunctive to DUOTRAV®,https://clinicaltrials.gov/study/NCT02730871,TERMINATED,INTERVENTIONAL
NCT02003391,Efficacy of Travoprost/Timolol for Uncontrolled Intraocular Pressure,https://clinicaltrials.gov/study/NCT02003391,COMPLETED,INTERVENTIONAL
NCT04747808,Study of LL-BMT1 in Patients With Elevated Intraocular Pressure,https://clinicaltrials.gov/study/NCT04747808,COMPLETED,INTERVENTIONAL
NCT01925391,The Measurement of Intraocular Pressure in Normal Children Under General Anesthesia With and Without Nitrous Oxide and Anesthetic Eye Drops,https://clinicaltrials.gov/study/NCT01925391,COMPLETED,INTERVENTIONAL
NCT01016691,Safety and Efficacy of a Drug Delivery System in Glaucoma,https://clinicaltrials.gov/study/NCT01016691,COMPLETED,INTERVENTIONAL
NCT01191008,Long Term Use Of Xalacom In Patients Glaucoma Or Ocular Hypertension,https://clinicaltrials.gov/study/NCT01191008,COMPLETED,OBSERVATIONAL
NCT00687791,Oculusgen (Ologen) Collagen Matrix Implant for Phaco-Trabeculectomy in Primary Glaucoma: A Case-Control Study,https://clinicaltrials.gov/study/NCT00687791,UNKNOWN,INTERVENTIONAL
NCT02179008,Multi-center Phase II Study Assessing the Safety and Efficacy of DE-117 Ophthalmic Solution in Subjects With Primary Open-angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT02179008,COMPLETED,INTERVENTIONAL
NCT00596791,Ocular Signs and Symptoms in Glaucoma Patients Switched From Latanoprost 0.005% to Preservative Free Tafluprost Eye Drops,https://clinicaltrials.gov/study/NCT00596791,COMPLETED,INTERVENTIONAL
NCT02658071,Measurement of Ocular Tensional Fluctuation by Triggerfish Lens Before and After Cataract Surgery in Patients With Exfoliative Glaucoma,https://clinicaltrials.gov/study/NCT02658071,UNKNOWN,OBSERVATIONAL
NCT04037917,First-In-Man Study for an Ophthalmic Synthetic Tissue Substitute,https://clinicaltrials.gov/study/NCT04037917,TERMINATED,INTERVENTIONAL
NCT03558126,Silicone Tube for the Surgical Treatment of Glaucoma,https://clinicaltrials.gov/study/NCT03558126,COMPLETED,INTERVENTIONAL
NCT00972426,A Study to Evaluate Efficacy and Safety Effects Using Mikelan® LA Ophthalmic Solution (OS) 2% Versus Timoptol® XE Ophthalmic Solution (OS) 0.5% in Ocular Hypertension Patients,https://clinicaltrials.gov/study/NCT00972426,COMPLETED,INTERVENTIONAL
NCT02801617,Non-inferiority of PRO-067 Ophthalmic Solution vs GAAP Ofteno® in Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT02801617,TERMINATED,INTERVENTIONAL
NCT00382226,IOP-Lowering Efficacy of Brinzolamide 1.0% Added to Travoprost 0.004%/Timolol 0.5% Fixed Combination as Adjunctive Therapy,https://clinicaltrials.gov/study/NCT00382226,COMPLETED,INTERVENTIONAL
NCT05159817,Study of an Interposition Supraciliary Implant in Patients With Open Angle Glaucoma,https://clinicaltrials.gov/study/NCT05159817,ACTIVE_NOT_RECRUITING,OBSERVATIONAL
NCT01319617,SENSIMED Triggerfish Safety and Tolerability,https://clinicaltrials.gov/study/NCT01319617,COMPLETED,INTERVENTIONAL
NCT00878917,Equivalence Study of Dorzolamide 2% Eye Drops Solution,https://clinicaltrials.gov/study/NCT00878917,COMPLETED,INTERVENTIONAL
NCT00707226,Circadian Variations in Ocular Blood Flow in Glaucomatous and Normal Eyes,https://clinicaltrials.gov/study/NCT00707226,COMPLETED,OBSERVATIONAL
NCT02914626,Intravitreal Ranibizumab (Lucentis®) for Neovascular Glaucoma- a Randomized Controlled Study,https://clinicaltrials.gov/study/NCT02914626,UNKNOWN,INTERVENTIONAL
NCT00347126,Results of Mass Switch From Latanoprost to Travoprost,https://clinicaltrials.gov/study/NCT00347126,COMPLETED,OBSERVATIONAL
NCT00262626,The Canadian Glaucoma Study,https://clinicaltrials.gov/study/NCT00262626,TERMINATED,INTERVENTIONAL
NCT00262626,The Canadian Glaucoma Study,https://clinicaltrials.gov/study/NCT00262626,TERMINATED,INTERVENTIONAL
NCT00262626,The Canadian Glaucoma Study,https://clinicaltrials.gov/study/NCT00262626,TERMINATED,INTERVENTIONAL
NCT00262626,The Canadian Glaucoma Study,https://clinicaltrials.gov/study/NCT00262626,TERMINATED,INTERVENTIONAL
NCT00262626,The Canadian Glaucoma Study,https://clinicaltrials.gov/study/NCT00262626,TERMINATED,INTERVENTIONAL
NCT02891317,Assessing Ocular Hemodynamic Response to Surgical Intervention in Glaucoma,https://clinicaltrials.gov/study/NCT02891317,TERMINATED,OBSERVATIONAL
NCT02891317,Assessing Ocular Hemodynamic Response to Surgical Intervention in Glaucoma,https://clinicaltrials.gov/study/NCT02891317,TERMINATED,OBSERVATIONAL
NCT03567226,Leveraging WeChat Social-Media and Messaging Platform to Increase Physical Activity in Chinese Glaucoma Patients,https://clinicaltrials.gov/study/NCT03567226,COMPLETED,INTERVENTIONAL
NCT05973617,Development of an IT Tool Able to Identify Ocular Conditions,https://clinicaltrials.gov/study/NCT05973617,WITHDRAWN,OBSERVATIONAL
NCT04515017,Evaluation of Filtering Bleb After Glaucoma Surgery by AS-OCTA,https://clinicaltrials.gov/study/NCT04515017,UNKNOWN,OBSERVATIONAL
NCT01864317,Assessment of Optic Nerve Radiation in Patients With Glaucoma and Ocular Hypertension by 7 Tesla Diffusion Tensor Imaging,https://clinicaltrials.gov/study/NCT01864317,TERMINATED,INTERVENTIONAL
NCT03612817,Preservative-free Tafluprost/Timolol Fixed Combination: Morning vs Evening Dosing,https://clinicaltrials.gov/study/NCT03612817,COMPLETED,INTERVENTIONAL
NCT00691717,Anecortave Acetate Safety in Patients With Open-Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT00691717,COMPLETED,INTERVENTIONAL
NCT01027039,Will Listening to Music Make it Easier to Take a Visual Field Test?,https://clinicaltrials.gov/study/NCT01027039,COMPLETED,OBSERVATIONAL
NCT01351779,The Effect of Body Posture on Intraocular Pressure in Progressive Glaucoma,https://clinicaltrials.gov/study/NCT01351779,UNKNOWN,OBSERVATIONAL
NCT04719871,Vitreous Detachment and Glaucoma Progression,https://clinicaltrials.gov/study/NCT04719871,UNKNOWN,OBSERVATIONAL
NCT00691639,Collection of Blood Specimens From Patients in AL-3789 Studies for Elevated Intraocular Pressure (IOP),https://clinicaltrials.gov/study/NCT00691639,COMPLETED,OBSERVATIONAL
NCT01330979,24-hour Efficacy of AR-12286,https://clinicaltrials.gov/study/NCT01330979,COMPLETED,INTERVENTIONAL
NCT04005079,Pilocarpine After Combined Cataract/Trabectome Surgery,https://clinicaltrials.gov/study/NCT04005079,WITHDRAWN,INTERVENTIONAL
NCT01539239,Safety & Effectiveness Study of the Hydrus Microstent for Lowering IOP in Glaucoma Patients Undergoing Cataract Surgery (HORIZON),https://clinicaltrials.gov/study/NCT01539239,COMPLETED,INTERVENTIONAL
NCT00759239,Phase IV Randomised Double-masked Clinical Trial: Assessing Morning Versus Evening Dosing of a Fixed Dose Combination of Travoprost 0.004% / Timolol Maleate 0.5% in Patients With Primary Open-angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT00759239,COMPLETED,INTERVENTIONAL
NCT04846179,To Evaluate the Effect of Ginkgo Biloba Extract on Optic Nerve Head Perfusion Examined Using OCTA,https://clinicaltrials.gov/study/NCT04846179,UNKNOWN,INTERVENTIONAL
NCT01664039,An Efficacy and Tolerability Study of TRAVATAN® Versus LUMIGAN®,https://clinicaltrials.gov/study/NCT01664039,COMPLETED,INTERVENTIONAL
NCT01303939,Does Glaucoma Cause Loss of Brain Function?,https://clinicaltrials.gov/study/NCT01303939,COMPLETED,INTERVENTIONAL
NCT01711879,Use of Intravitreal Aflibercept Injection for Neovascular Glaucoma,https://clinicaltrials.gov/study/NCT01711879,COMPLETED,INTERVENTIONAL
NCT01390779,Efficacy of 24-hour Intraocular Pressure Fluctuation Recording With the SENSIMED Triggerfish Contact Lens Sensor,https://clinicaltrials.gov/study/NCT01390779,COMPLETED,INTERVENTIONAL
NCT00657579,Safety and Efficacy Study of DE-104 Ophthalmic Solution to Treat Open-Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT00657579,COMPLETED,INTERVENTIONAL
NCT00466479,Brimonidine vs ALTP in Progressing Human Glaucoma,https://clinicaltrials.gov/study/NCT00466479,COMPLETED,INTERVENTIONAL
NCT01060579,Study of AR-12286 Versus Latanoprost in Patients With Elevated Intraocular Pressure,https://clinicaltrials.gov/study/NCT01060579,COMPLETED,INTERVENTIONAL
NCT04220879,Study on Intraocular Structural Parameters and Surgical Effect Before and After the Onset of Malignant Glaucoma,https://clinicaltrials.gov/study/NCT04220879,UNKNOWN,OBSERVATIONAL
NCT00326079,A Study of the Glaukos Trabecular Micro-bypass Stent in Open Angle Glaucoma Subjects 1 Stent Versus 2,https://clinicaltrials.gov/study/NCT00326079,UNKNOWN,INTERVENTIONAL
NCT00570479,Prophylactic Anecortave Acetate in Patients With a Retisert Implant,https://clinicaltrials.gov/study/NCT00570479,COMPLETED,INTERVENTIONAL
NCT02656979,Blood Flow of Ophthalmic Artery and Glaucoma,https://clinicaltrials.gov/study/NCT02656979,UNKNOWN,INTERVENTIONAL
NCT02097979,The Impact of a Brief Educational Intervention on Glaucoma Adherence,https://clinicaltrials.gov/study/NCT02097979,COMPLETED,INTERVENTIONAL
NCT04452279,Ocular Surface Disease Changes After iStent or iStent Inject Implantation With Phacoemulsification,https://clinicaltrials.gov/study/NCT04452279,COMPLETED,INTERVENTIONAL
NCT04709679,Laser Dosage in MicroPulse TransScleral CycloPhotocoagulation,https://clinicaltrials.gov/study/NCT04709679,TERMINATED,INTERVENTIONAL
NCT03047239,TF for the Prediction of Visual Field Progression,https://clinicaltrials.gov/study/NCT03047239,WITHDRAWN,INTERVENTIONAL
NCT01868126,Multi-center Study Assessing the Safety and Efficacy of DE-117 Ophthalmic Solution in Subjects With Primary Open-angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT01868126,COMPLETED,INTERVENTIONAL
NCT00539526,Evaluation of Hyperemia With the Use of Ocular Prostaglandin Analogues,https://clinicaltrials.gov/study/NCT00539526,COMPLETED,INTERVENTIONAL
NCT01742104,Multicentric Observational Study on Quality of Life in Glaucoma,https://clinicaltrials.gov/study/NCT01742104,COMPLETED,OBSERVATIONAL
NCT02609204,Normative Database for Pattern Electroretinogram (PERG) and Flash Electroretinogram (FERG),https://clinicaltrials.gov/study/NCT02609204,COMPLETED,INTERVENTIONAL
NCT01151904,Study of Brimonidine and Timolol Ophthalmic Solution With Latanoprost Compared With Latanoprost in Glaucoma Patients,https://clinicaltrials.gov/study/NCT01151904,TERMINATED,INTERVENTIONAL
NCT00855517,A Phase 2 Study of the Latanoprost Punctal Plug Delivery System in Subjects With Ocular Hypertension or Open-Angle Glaucoma,https://clinicaltrials.gov/study/NCT00855517,WITHDRAWN,INTERVENTIONAL
NCT04596826,The Effect of Dronabinol on Ocular Hemodynamics in Patients With Primary Open Angle Glaucoma,https://clinicaltrials.gov/study/NCT04596826,RECRUITING,INTERVENTIONAL
NCT01369771,The Effects of Preservative-free Prostaglandin Eye Drops in Sign and Symptoms on the Eyes of Patients With Glaucoma,https://clinicaltrials.gov/study/NCT01369771,COMPLETED,INTERVENTIONAL
NCT01369771,The Effects of Preservative-free Prostaglandin Eye Drops in Sign and Symptoms on the Eyes of Patients With Glaucoma,https://clinicaltrials.gov/study/NCT01369771,COMPLETED,INTERVENTIONAL
NCT01658839,Pharmacokinetic and Safety Study of Travoprost 0.004% in Pediatric Glaucoma Patients,https://clinicaltrials.gov/study/NCT01658839,COMPLETED,INTERVENTIONAL
NCT02627339,Building a Database of Results From People Without Eye Problems,https://clinicaltrials.gov/study/NCT02627339,COMPLETED,OBSERVATIONAL
NCT03210571,Clinical Investigation of the eyeWatch Glaucoma Drainage Device,https://clinicaltrials.gov/study/NCT03210571,COMPLETED,INTERVENTIONAL
NCT00314171,A Study of a Glaucoma Therapy to Treat Open-Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT00314171,COMPLETED,INTERVENTIONAL
NCT05232539,Efficiency of Intraoperative Optical Coherence Tomography (iOCT),https://clinicaltrials.gov/study/NCT05232539,RECRUITING,INTERVENTIONAL
NCT00760539,Safety and Efficacy of Travoprost/Timolol BAC-free,https://clinicaltrials.gov/study/NCT00760539,COMPLETED,INTERVENTIONAL
NCT02659709,Interest in Electronic Applications for Patients With Glaucoma,https://clinicaltrials.gov/study/NCT02659709,COMPLETED,OBSERVATIONAL
NCT00804063,Serum Citrate in Diagnosis and Follow-up for Glaucoma,https://clinicaltrials.gov/study/NCT00804063,COMPLETED,OBSERVATIONAL
NCT00735449,Comparing Efficacy and Safety of Combigan With Timolol Adjunctive to Xalatan in Glaucoma or Ocular Hypertension Subjects,https://clinicaltrials.gov/study/NCT00735449,COMPLETED,INTERVENTIONAL
NCT04899063,Excimer Laser Trabeculostomy Glaucoma Treatment Study,https://clinicaltrials.gov/study/NCT04899063,ACTIVE_NOT_RECRUITING,INTERVENTIONAL
NCT05895617,Assessment of the Occuity PM1 Pachymeter,https://clinicaltrials.gov/study/NCT05895617,COMPLETED,OBSERVATIONAL
NCT05895617,Assessment of the Occuity PM1 Pachymeter,https://clinicaltrials.gov/study/NCT05895617,COMPLETED,OBSERVATIONAL
NCT00168363,Safety and Efficacy of Brimonidine in Patients With Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT00168363,COMPLETED,INTERVENTIONAL
NCT01210963,Central Corneal Thickness With SENSIMED Triggerfish,https://clinicaltrials.gov/study/NCT01210963,COMPLETED,OBSERVATIONAL
NCT05900063,Evaluation of the Efficacy of Selecta Laser Trabeculoplasty in Patients Undergoing Filtering Surgery,https://clinicaltrials.gov/study/NCT05900063,COMPLETED,OBSERVATIONAL
NCT02396316,Japanese Phase 3 Study of Aflibercept in Neovascular Glaucoma Patients,https://clinicaltrials.gov/study/NCT02396316,COMPLETED,INTERVENTIONAL
NCT05432245,MINIject Implantation Combined With Cataract Surgery in Patients With POAG and Cataract,https://clinicaltrials.gov/study/NCT05432245,ENROLLING_BY_INVITATION,INTERVENTIONAL
NCT04609345,Prevalence of Ocular Surface Disease in Malaysian Glaucoma Patients,https://clinicaltrials.gov/study/NCT04609345,UNKNOWN,OBSERVATIONAL
NCT02639845,Eye Drop Application Monitor Pilot Study,https://clinicaltrials.gov/study/NCT02639845,UNKNOWN,OBSERVATIONAL
NCT02639845,Eye Drop Application Monitor Pilot Study,https://clinicaltrials.gov/study/NCT02639845,UNKNOWN,OBSERVATIONAL
NCT02639845,Eye Drop Application Monitor Pilot Study,https://clinicaltrials.gov/study/NCT02639845,UNKNOWN,OBSERVATIONAL
NCT00698945,Comparison of Istalol™ 0.5% QD (Timolol Maleate/Sorbitol Complex ISTA Pharmaceutical) to Brimonidine Tartrate 0.1% BID as Adjunctive Therapy to Latanoprost 0.005% in Adults With Ocular Hypertension (OHT) or Open-Angle Glaucoma (OAG),https://clinicaltrials.gov/study/NCT00698945,COMPLETED,INTERVENTIONAL
NCT01064817,PRM-151 in the Prevention of Scarring Following Trabeculectomy,https://clinicaltrials.gov/study/NCT01064817,COMPLETED,INTERVENTIONAL
NCT00751049,A Study of Open Angle Glaucoma or Ocular Hypertension in Patients Within the United Kingdom,https://clinicaltrials.gov/study/NCT00751049,COMPLETED,INTERVENTIONAL
NCT05446363,Glaucoma Telemedicine Screening,https://clinicaltrials.gov/study/NCT05446363,RECRUITING,OBSERVATIONAL
NCT01254149,IOP Lowering Effects of Topical Anesthetics Used Frequently in the Ophthalmology Clinic,https://clinicaltrials.gov/study/NCT01254149,COMPLETED,OBSERVATIONAL
NCT00333463,Compliance With Once Daily Glaucoma Medication,https://clinicaltrials.gov/study/NCT00333463,COMPLETED,OBSERVATIONAL
NCT00333463,Compliance With Once Daily Glaucoma Medication,https://clinicaltrials.gov/study/NCT00333463,COMPLETED,OBSERVATIONAL
NCT00376363,Ahmed Versus Baerveldt Comparison Study,https://clinicaltrials.gov/study/NCT00376363,COMPLETED,INTERVENTIONAL
NCT00376363,Ahmed Versus Baerveldt Comparison Study,https://clinicaltrials.gov/study/NCT00376363,COMPLETED,INTERVENTIONAL
NCT01633775,Re-Trabeculectomy Versus Ahmed Glaucoma Valve Implantation in Secondary Surgical Management of Patients With Refractory Glaucoma,https://clinicaltrials.gov/study/NCT01633775,COMPLETED,OBSERVATIONAL
NCT03419975,A Multi-center Randomized Blinded Evaluator Active Control Parallel Phase III Study to Evaluate the Efficacy and Safety of TJO-002 in POAG or Ocular Hypertension Patients,https://clinicaltrials.gov/study/NCT03419975,COMPLETED,INTERVENTIONAL
NCT03626675,Anterior Segment Changes by Optical Coherence Tomography (OCT) in Phaco- Trabeculectomy,https://clinicaltrials.gov/study/NCT03626675,UNKNOWN,INTERVENTIONAL
